diacritic_word	diacritic_pos	diacritic_freq	no_diacritic_word	no_diacritic_pos	no_diacritic_freq	total_freq
expirà	2	6	expira	2	181	187
expirés	2	27	expires	2	0	27
expirí	2	0	expiri	2	98	98
expià	2	0	expia	2	1	1
explicarà	2	135	explicara	2	3	138
explicitarà	2	2	explicitara	2	0	2
explicità	2	0	explicita	2	39	39
explicití	2	0	expliciti	2	7	7
explicà	2	91	explica	2	2839	2930
explicàrem	2	1	explicarem	2	53	54
explicàreu	2	0	explicareu	2	2	2
expliqués	2	215	expliques	2	58	273
expliquí	2	0	expliqui	2	493	493
explorarà	2	20	explorara	2	0	20
explorà	2	35	explora	2	423	458
exploràrem	2	0	explorarem	2	9	9
explorés	2	10	explores	2	1	11
explorí	2	0	explori	2	36	36
explosionà	2	0	explosiona	2	2	2
explotarà	2	37	explotara	2	1	38
explotà	2	21	explota	2	197	218
explotàrem	2	0	explotarem	2	6	6
explotés	2	15	explotes	2	0	15
explotí	2	0	exploti	2	56	56
explícit	0	431	explicit	2	8	439
explícita	0	881	explicita	2	39	920
explícites	0	158	explicites	2	0	158
exportarà	2	50	exportara	2	0	50
exportà	2	6	exporta	2	1672	1678
exportàrem	2	0	exportarem	2	5	5
exportàveu	2	0	exportaveu	4	1	1
exportés	2	3	exportes	2	1	4
exportí	2	0	exporti	2	42	42
exposarà	2	84	exposara	2	0	84
exposà	2	38	exposa	2	876	914
exposàrem	2	0	exposarem	2	19	19
exposés	2	36	exposes	2	4	40
exposí	2	0	exposi	2	204	204
expressarà	2	62	expressara	2	1	63
expressà	2	84	expressa	4	2110	2194
expressàrem	2	0	expressarem	2	22	22
expressés	2	90	expresses	4	29	119
expressí	2	0	expressi	2	445	445
expropià	2	2	expropia	2	5	7
expulsarà	2	13	expulsara	2	1	14
expulsà	2	34	expulsa	2	170	204
expulsàrem	2	0	expulsarem	2	1	1
expulsés	2	25	expulses	2	0	25
expulsí	2	0	expulsi	2	25	25
exsudarà	2	1	exsudara	2	0	1
exsudà	2	0	exsuda	2	1	1
extasià	2	0	extasia	2	1	1
exterioritzà	2	0	exterioritza	2	1	1
exterioritzés	2	1	exterioritzes	2	0	1
exterioritzí	2	0	exterioritzi	2	1	1
exterminà	2	3	extermina	2	7	10
exterminàrem	2	0	exterminarem	2	1	1
exterminés	2	3	extermines	2	0	3
exterminí	2	0	extermini	2	235	235
externalitzà	2	0	externalitza	2	4	4
extingirà	2	8	extingira	2	0	8
extirparà	2	1	extirpara	2	0	1
extirpà	2	0	extirpa	2	7	7
extirpí	2	0	extirpi	2	4	4
extorsionà	2	0	extorsiona	2	2	2
extractés	2	0	extractes	2	242	242
extradirà	2	2	extradira	2	0	2
extradírem	2	0	extradirem	2	1	1
extragués	2	7	extragues	2	0	7
extralimitarà	2	1	extralimitara	2	0	1
extralimità	2	0	extralimita	2	3	3
extralimités	2	1	extralimites	2	0	1
extralimití	2	0	extralimiti	2	2	2
extrapolà	2	1	extrapola	2	16	17
extrapolàrem	2	0	extrapolarem	2	1	1
extrapolés	2	1	extrapoles	2	0	1
extrapolí	2	0	extrapoli	2	1	1
extrauré	2	4	extraure	2	97	101
extraviarà	2	1	extraviara	2	0	1
extravià	2	0	extravia	2	2	2
extraviés	2	1	extravies	2	0	1
extremunció	4	11	extremuncio	2	0	11
extremà	2	0	extrema	0	1999	1999
extremés	2	0	extremes	0	480	480
extremí	2	0	extremi	2	4	4
exèrcit	4	14895	exercit	2	1955	16850
exèrcits	4	1601	exercits	2	48	1649
exímia	0	0	eximia	2	13	13
eó	4	11	eo	4	37	48
fabricarà	2	10	fabricara	2	0	10
fabricà	2	11	fabrica	2	292	303
fabricàrem	2	1	fabricarem	2	2	3
fabriqués	2	4	fabriques	2	9	13
fabriquí	2	0	fabriqui	2	26	26
fabulés	2	0	fabules	2	1	1
facetà	2	0	faceta	4	212	212
facetés	2	0	facetes	4	239	239
facilitarà	2	680	facilitara	2	0	680
facilità	2	22	facilita	2	936	958
facilitàrem	2	0	facilitarem	2	32	32
facilitàreu	2	0	facilitareu	2	1	1
facilitària	0	0	facilitaria	2	261	261
facilités	2	74	facilites	2	1	75
facilití	2	0	faciliti	2	571	571
factoritzarà	2	1	factoritzara	2	0	1
factoritzà	2	0	factoritza	2	5	5
facturarà	2	3	facturara	2	0	3
facturà	2	0	factura	4	1029	1029
facturàrem	2	0	facturarem	2	2	2
facturés	2	1	factures	4	687	688
facturí	2	0	facturi	2	4	4
facultarà	2	1	facultara	2	0	1
facultà	2	0	faculta	2	32	32
facultés	2	2	facultes	2	0	2
facultí	2	0	faculti	2	9	9
fadigà	2	0	fadiga	4	2	2
fadà	2	0	fada	4	107	107
fadés	2	0	fades	4	282	282
fadí	2	0	fadi	2	2	2
fagocità	2	1	fagocita	2	1	2
fagocitària	0	1	fagocitaria	2	0	1
fagocitàries	0	1	fagocitaries	2	0	1
fagòcit	4	19	fagocit	2	0	19
faixà	2	0	faixa	4	48	48
faixés	2	0	faixes	4	12	12
faixí	2	5	faixi	2	0	5
faixó	4	1	faixo	2	0	1
falcà	2	0	falca	4	55	55
fallarà	2	43	fallara	2	0	43
fallà	2	20	falla	4	710	730
fallàrem	2	0	fallarem	2	4	4
fallàreu	2	0	fallareu	2	1	1
fallés	2	33	falles	4	186	219
fallí	2	0	falli	2	76	76
fallís	2	0	fallis	2	5	5
falqués	2	4	falques	4	19	23
falsegí	2	0	falsegi	2	4	4
falsejarà	2	1	falsejara	2	0	1
falsejà	2	0	falseja	2	25	25
falsificà	2	2	falsifica	2	8	10
falsifiquí	2	0	falsifiqui	2	1	1
falsà	2	0	falsa	0	965	965
falsària	0	1	falsaria	2	0	1
falsàries	0	1	falsaries	2	0	1
falsés	2	0	falses	0	796	796
falsí	2	0	falsi	2	1	1
faltarà	2	58	faltara	2	2	60
faltà	2	2	falta	4	16630	16632
faltàrem	2	0	faltarem	2	4	4
faltés	2	17	faltes	4	219	236
faltí	2	0	falti	2	77	77
familiaritzarà	2	1	familiaritzara	2	0	1
familiaritzà	2	6	familiaritza	2	3	9
familiaritzàrem	2	0	familiaritzarem	2	1	1
familiaritzés	2	1	familiaritzes	2	0	1
familiaritzí	2	0	familiaritzi	2	13	13
fanatitzà	2	0	fanatitza	2	1	1
fanfarronegés	2	0	fanfarroneges	2	1	1
fanfarronejà	2	0	fanfarroneja	2	3	3
fangués	2	0	fangues	4	1	1
fangà	2	0	fanga	4	8	8
fantasiegí	2	0	fantasiegi	2	1	1
fantasiejà	2	1	fantasieja	2	3	4
fantasià	2	0	fantasia	4	637	637
fantasiàrem	2	0	fantasiarem	2	2	2
fantasiés	2	1	fantasies	4	133	134
farcirà	2	1	farcira	2	0	1
fargués	2	0	fargues	4	5	5
fargà	2	0	farga	4	20	20
farratgés	2	0	farratges	4	84	84
fartà	2	0	farta	0	67	67
fartàrem	2	0	fartarem	2	1	1
fartés	2	0	fartes	0	8	8
faró	4	2	faro	4	28	30
fascinarà	2	1	fascinara	2	0	1
fascinà	2	1	fascina	2	35	36
fascinés	2	0	fascines	2	1	1
fastiguejà	2	1	fastigueja	2	1	2
fatigués	2	0	fatigues	4	6	6
fatiguí	2	0	fatigui	2	1	1
fatigà	2	0	fatiga	4	235	235
fatxendà	2	0	fatxenda	4	2	2
fatxendés	2	0	fatxendes	4	1	1
febrejà	2	0	febreja	2	3	3
fecundà	2	0	fecunda	0	26	26
fecundés	2	0	fecundes	0	10	10
federà	2	1	federa	2	0	1
federí	2	0	federi	2	1	1
feixà	2	0	feixa	4	1	1
feixés	2	0	feixes	4	14	14
felicitarà	2	5	felicitara	2	0	5
felicità	2	9	felicita	2	265	274
felicitàrem	2	0	felicitarem	2	3	3
felicités	2	9	felicites	2	3	12
felicití	2	0	feliciti	2	114	114
feminitzà	2	0	feminitza	2	3	3
femtà	2	0	femta	4	58	58
femtés	2	0	femtes	4	12	12
femà	2	0	fema	2	13	13
femí	2	0	femi	2	11	11
fendí	2	0	fendi	4	2	2
fenià	4	25	fenia	2	2	27
ferirà	2	2	ferira	2	0	2
fermentà	2	0	fermenta	2	11	11
fermentí	2	0	fermenti	2	3	3
fermà	2	2	ferma	0	2818	2820
fermés	2	1	fermes	0	555	556
ferrarà	2	0	ferrara	4	170	170
ferratgés	2	0	ferratges	4	2	2
ferrés	2	1	ferres	4	1	2
ferrí	2	0	ferri	4	276	276
ferrós	0	22	ferros	4	22	44
fertilitzarà	2	1	fertilitzara	2	0	1
fertilitzà	2	0	fertilitza	2	8	8
ferí	2	10	feri	2	0	10
ferírem	2	0	ferirem	2	1	1
ferís	2	5	feris	2	0	5
festegés	2	0	festeges	2	1	1
festegí	2	0	festegi	2	1	1
festejarà	2	2	festejara	2	0	2
festejà	2	0	festeja	2	8	8
festivà	2	0	festiva	0	35	35
festivés	2	0	festives	0	34	34
feudalitzà	2	1	feudalitza	2	0	1
fiancés	2	0	fiances	4	25	25
fiançà	2	0	fiança	4	176	176
fiarà	2	2	fiara	2	0	2
fibló	4	29	fiblo	2	0	29
fibrosà	2	0	fibrosa	2	21	21
fibrosés	2	0	fibroses	2	21	21
fibrosí	2	0	fibrosi	2	65	65
ficarà	2	25	ficara	2	0	25
ficcionés	2	0	ficciones	2	2	2
ficà	2	4	fica	2	154	158
ficàrem	2	0	ficarem	2	11	11
figuerolà	0	0	figuerola	4	8	8
figurarà	2	84	figurara	2	0	84
figurà	2	4	figura	4	4501	4505
figurés	2	42	figures	4	2008	2050
figurí	2	0	figuri	2	228	228
filigranà	2	0	filigrana	4	20	20
filigranés	2	0	filigranes	4	8	8
filià	2	0	filia	2	2	2
filiés	2	0	filies	2	2	2
filií	2	0	filii	2	1	1
fillolà	2	0	fillola	4	5	5
fillolés	2	0	filloles	4	1	1
filmà	2	8	filma	2	17	25
filmàrem	2	0	filmarem	2	1	1
filmés	2	2	filmes	2	1	3
filmí	2	0	filmi	2	3	3
filosofà	2	0	filosofa	2	2	2
filtrarà	2	11	filtrara	2	0	11
filtrà	2	6	filtra	2	440	446
filtrés	2	9	filtres	2	1803	1812
filtrí	2	0	filtri	2	17	17
filà	2	0	fila	4	2239	2239
filàries	4	4	filaries	2	0	4
filés	2	0	files	4	1980	1980
filí	2	2	fili	2	3	5
filòsof	4	792	filosof	2	2	794
filòsofa	4	44	filosofa	2	2	46
filòsofes	4	1	filosofes	2	0	1
finalitzarà	2	132	finalitzara	2	0	132
finalitzà	2	137	finalitza	2	571	708
finalitzàrem	2	0	finalitzarem	2	10	10
finalitzàreu	2	0	finalitzareu	2	3	3
finalitzés	2	86	finalitzes	2	4	90
finalitzí	2	0	finalitzi	2	548	548
financés	2	24	finances	4	2860	2884
financí	2	0	financi	2	161	161
finançarà	2	141	finançara	2	0	141
finançà	2	19	finança	4	465	484
finançàrem	2	0	finançarem	2	31	31
fingirà	2	1	fingira	2	0	1
fingírem	2	0	fingirem	2	1	1
fintés	2	0	fintes	4	2	2
finà	2	0	fina	4	525	525
finès	0	307	fines	4	254	561
finés	2	3	fines	4	254	257
finí	2	3	fini	2	47	50
finís	2	0	finis	2	9	9
fiqués	2	13	fiques	2	34	47
fiquí	2	0	fiqui	2	42	42
firmarà	2	3	firmara	2	0	3
firmà	2	19	firma	4	319	338
firmés	2	1	firmes	4	67	68
firmí	2	1	firmi	2	6	7
firà	2	0	fira	4	466	466
firés	2	0	fires	4	140	140
fiscalitzarà	2	1	fiscalitzara	2	0	1
fiscalitzà	2	0	fiscalitza	2	4	4
fiscalitzés	2	1	fiscalitzes	2	0	1
fiscalitzí	2	0	fiscalitzi	2	2	2
fissionà	2	0	fissiona	2	1	1
fitarà	2	1	fitara	2	0	1
fitxarà	2	26	fitxara	2	0	26
fitxà	2	48	fitxa	4	418	466
fitxàrem	2	0	fitxarem	2	1	1
fitxés	2	3	fitxes	4	399	402
fitxí	2	0	fitxi	2	12	12
fità	2	0	fita	4	930	930
fités	2	0	fites	0	308	308
fití	2	0	fiti	2	1	1
fixarà	2	85	fixara	2	1	86
fixà	2	25	fixa	0	1527	1552
fixàrem	2	1	fixarem	2	23	24
fixés	2	72	fixes	0	376	448
fixí	2	0	fixi	2	285	285
fià	2	0	fia	2	60	60
fiàrem	2	0	fiarem	2	1	1
fiés	2	1	fies	2	16	17
fií	2	0	fii	2	10	10
flagel·là	2	0	flagel·la	2	1	1
flairés	2	0	flaires	2	2	2
flamà	2	0	flama	4	363	363
flamés	2	0	flames	4	470	470
flamí	2	1	flami	2	0	1
flanquegí	2	0	flanquegi	2	1	1
flanquejà	2	1	flanqueja	2	6	7
flaquegí	2	0	flaquegi	2	4	4
flaquejarà	2	2	flaquejara	2	0	2
flaquejà	2	0	flaqueja	2	11	11
flaquejàrem	2	0	flaquejarem	2	2	2
flexibilitzarà	2	3	flexibilitzara	2	0	3
flexibilitzà	2	0	flexibilitza	2	11	11
flexibilitzí	2	0	flexibilitzi	2	9	9
flexionarà	2	1	flexionara	2	0	1
flexionà	2	0	flexiona	2	10	10
flexioní	2	0	flexioni	2	2	2
fliparà	2	1	flipara	2	0	1
flirtegés	2	0	flirteges	2	1	1
flirtejà	2	0	flirteja	2	11	11
flocà	2	0	floca	4	3	3
florirà	2	8	florira	2	0	8
florís	2	3	floris	4	19	22
flotarà	2	3	flotara	2	0	3
flotà	2	0	flota	4	3938	3938
flotés	2	2	flotes	4	1007	1009
flotí	2	0	floti	2	1	1
flotó	4	0	floto	2	1	1
fluctuarà	2	7	fluctuara	2	0	7
fluctuà	2	2	fluctua	2	39	41
fluixejà	2	0	fluixeja	2	1	1
flòrida	0	1	florida	4	1910	1911
flòrides	0	0	florides	4	8	8
focalitzà	2	1	focalitza	2	24	25
focalitzés	2	1	focalitzes	2	0	1
focalitzí	2	0	focalitzi	2	4	4
fogà	2	0	foga	2	2	2
fogó	4	19	fogo	2	28	47
folià	2	0	folia	4	4	4
foliés	2	0	folies	4	10	10
follarà	2	0	follara	2	1	1
follà	2	0	folla	0	20	20
follàrem	2	0	follarem	2	3	3
follés	2	1	folles	0	26	27
follí	2	0	folli	2	3	3
folrà	2	0	folra	2	1	1
folrés	2	0	folres	2	11	11
fomentarà	2	248	fomentara	2	0	248
fomentà	2	8	fomenta	2	762	770
fomentàrem	2	0	fomentarem	2	28	28
fomentés	2	27	fomentes	2	0	27
fomentí	2	0	fomenti	2	407	407
fonamentarà	2	5	fonamentara	2	0	5
fonamentà	2	1	fonamenta	2	361	362
fonamentés	2	6	fonamentes	2	0	6
fonamentí	2	0	fonamenti	2	56	56
fondegés	2	1	fondeges	2	0	1
fondré	2	5	fondre	2	178	183
fongués	2	5	fongues	2	0	5
fonguí	2	0	fongui	2	32	32
fonà	2	0	fona	4	10	10
fonés	2	0	fones	4	9	9
foní	2	0	foni	2	5	5
fonó	4	6	fono	2	4	10
foradà	2	0	forada	4	9	9
foragità	2	2	foragita	2	2	4
foragités	2	1	foragites	2	0	1
forcejà	2	0	forceja	2	1	1
forcà	2	0	forca	4	146	146
forcés	2	9	forces	4	15294	15303
forcí	2	0	forci	2	37	37
forgés	2	1	forges	4	31	32
forgí	2	0	forgi	2	9	9
forjarà	2	6	forjara	2	0	6
forjà	2	9	forja	4	129	138
forjàrem	2	0	forjarem	2	2	2
formalitzarà	2	6	formalitzara	2	0	6
formalitzà	2	8	formalitza	2	18	26
formalitzàrem	2	0	formalitzarem	2	3	3
formalitzés	2	5	formalitzes	2	0	5
formalitzí	2	0	formalitzi	2	24	24
formarà	2	233	formara	2	0	233
formatarà	2	11	formatara	2	0	11
formatgés	2	0	formatges	4	93	93
formatà	2	0	formata	2	242	242
formatí	2	0	formati	2	2	2
formigoní	2	0	formigoni	2	1	1
formigués	2	0	formigues	4	389	389
formigà	2	0	formiga	4	103	103
formigó	4	418	formigo	2	0	418
formularà	2	60	formulara	2	0	60
formulà	2	25	formula	2	508	533
formulàrem	2	0	formularem	2	39	39
formulària	0	1	formularia	2	12	13
formulàries	0	1	formularies	2	0	1
formulés	2	68	formules	2	9	77
formulí	2	0	formuli	2	245	245
formà	2	463	forma	4	47268	47731
formàrem	2	0	formarem	2	16	16
formàreu	2	0	formareu	2	2	2
formés	2	110	formes	4	9182	9292
formí	2	1	formi	2	358	359
formó	4	0	formo	2	109	109
fornejà	2	0	forneja	2	8	8
fornicà	2	0	fornica	2	3	3
forqués	2	0	forques	4	24	24
forrà	2	0	forra	4	2	2
forrés	2	0	forres	4	4	4
fortificà	2	7	fortifica	2	1	8
fortifiqués	2	3	fortifiques	2	0	3
forà	0	12	fora	6	16728	16740
forçarà	2	48	forçara	2	0	48
forçà	2	71	força	3	16820	16891
forçàrem	2	0	forçarem	2	3	3
fosforilà	2	0	fosforila	2	7	7
fosquegí	2	0	fosquegi	2	1	1
fosquejà	2	0	fosqueja	2	1	1
fossà	2	0	fossa	4	305	305
fossés	2	0	fosses	4	223	223
fossí	2	0	fossi	2	8	8
fotgés	2	0	fotges	4	5	5
fotjà	2	0	fotja	4	2	2
fotocopià	2	0	fotocopia	2	1	1
fotocòpia	4	35	fotocopia	2	1	36
fotocòpies	4	25	fotocopies	2	0	25
fotografiarà	2	1	fotografiara	2	0	1
fotografià	2	5	fotografia	4	2400	2405
fotografiés	2	2	fotografies	4	2246	2248
fotolitografià	2	0	fotolitografia	4	14	14
fotré	2	29	fotre	7	157	186
fotés	2	3	fotes	2	0	3
fotó	4	129	foto	4	1948	2077
fracassarà	2	64	fracassara	2	0	64
fracassà	2	103	fracassa	2	159	262
fracassàrem	2	0	fracassarem	2	29	29
fracassàreu	2	0	fracassareu	2	7	7
fracassés	2	52	fracasses	2	1	53
fracassí	2	0	fracassi	2	85	85
fraccionarà	2	1	fraccionara	2	0	1
fraccionà	2	0	fracciona	2	3	3
fraccionària	0	22	fraccionaria	2	1	23
fraccionàries	0	9	fraccionaries	2	0	9
fracturarà	2	1	fracturara	2	0	1
fracturà	2	2	fractura	4	270	272
fracturés	2	1	fractures	4	128	129
fragmentarà	2	2	fragmentara	2	0	2
fragmentà	2	5	fragmenta	2	25	30
fragmentària	0	70	fragmentaria	2	4	74
fragmentàries	0	59	fragmentaries	2	0	59
fragmentés	2	1	fragmentes	2	0	1
fragmentí	2	0	fragmenti	2	13	13
franciscà	0	137	francisca	4	36	173
frangés	2	0	franges	4	394	394
franjà	2	0	franja	4	1057	1057
franquegés	2	2	franqueges	2	0	2
franquegí	2	0	franquegi	2	1	1
franquejarà	2	2	franquejara	2	0	2
franquejà	2	0	franqueja	2	2	2
franquejàrem	2	0	franquejarem	2	2	2
fraternitzà	2	0	fraternitza	2	1	1
fregarà	2	5	fregara	2	0	5
fregués	2	0	fregues	4	12	12
fregà	2	0	frega	4	65	65
fregírem	2	0	fregirem	2	1	1
fregó	4	0	frego	2	2	2
frenarà	2	29	frenara	2	0	29
frenà	2	3	frena	2	112	115
frenàrem	2	0	frenarem	2	2	2
frenés	2	7	frenes	2	2	9
frení	2	0	freni	2	56	56
freqüentà	2	6	freqüenta	2	15	21
frescós	0	0	frescos	0	441	441
fresquejà	2	0	fresqueja	2	2	2
fressà	2	0	fressa	4	10	10
fresà	2	0	fresa	4	49	49
fresés	2	0	freses	4	9	9
fresí	2	0	fresi	2	40	40
frisà	2	0	frisa	2	2	2
frisí	2	0	frisi	2	7	7
frisó	0	101	friso	2	5	106
frisós	0	9	frisos	4	27	36
fronterejà	2	0	frontereja	2	1	1
fructificà	2	1	fructifica	2	3	4
fructifiqués	2	1	fructifiques	2	0	1
fructifiquí	2	0	fructifiqui	2	5	5
fruità	2	0	fruita	4	1072	1072
fruités	2	0	fruites	4	971	971
frustrarà	2	8	frustrara	2	0	8
frustrà	2	5	frustra	2	34	39
frustrés	2	1	frustres	2	0	1
frustrí	2	0	frustri	2	10	10
frànkfurt	4	0	frankfurt	4	566	566
fuetegí	2	0	fuetegi	2	1	1
fuetejà	2	0	fueteja	2	4	4
fugirà	2	7	fugira	2	0	7
fugués	2	0	fugues	4	54	54
fugà	2	2	fuga	4	257	259
fugàrem	2	0	fugarem	2	1	1
fugí	2	65	fugi	2	29	94
fugírem	2	0	fugirem	2	1	1
fugíreu	2	0	fugireu	2	1	1
fugís	2	22	fugis	2	4	26
fulgurà	2	0	fulgura	2	7	7
fullegí	2	0	fullegi	2	1	1
fullejà	2	0	fulleja	2	9	9
fullés	2	0	fulles	4	1651	1651
fulminà	2	0	fulmina	2	1	1
fulminés	2	2	fulmines	2	0	2
fulés	0	0	fules	0	1	1
fumarà	2	3	fumara	2	0	3
fumejà	2	0	fumeja	2	1	1
fumerà	2	0	fumera	0	4	4
fumigà	2	0	fumiga	2	1	1
fumà	2	0	fuma	2	90	90
fumàrem	2	0	fumarem	2	1	1
fumària	4	0	fumaria	2	3	3
fumàries	4	0	fumaries	2	2	2
fumé	2	0	fume	2	4	4
fumés	2	2	fumes	2	14	16
fumí	2	0	fumi	2	26	26
funcionarà	2	788	funcionara	2	4	792
funcionà	2	26	funciona	2	4812	4838
funcionàrem	2	0	funcionarem	2	2	2
funcionària	4	45	funcionaria	2	149	194
funcionàries	4	24	funcionaries	2	0	24
funcionés	2	133	funciones	2	8	141
funcioní	2	0	funcioni	2	1925	1925
fundarà	2	4	fundara	2	1	5
fundà	2	361	funda	4	197	558
fundàrem	2	0	fundarem	2	1	1
fundés	2	11	fundes	4	23	34
fundí	2	0	fundi	2	8	8
funestà	2	0	funesta	0	35	35
funestés	2	0	funestes	0	35	35
furgués	2	0	furgues	4	2	2
furgà	2	0	furga	4	5	5
furgó	4	18	furgo	2	5	23
furtà	2	3	furta	2	9	12
furtàrem	2	0	furtarem	2	2	2
furtí	2	0	furti	2	1	1
furà	2	4	fura	4	33	37
furés	2	0	fures	4	48	48
furí	2	0	furi	2	7	7
fusionarà	2	28	fusionara	2	0	28
fusionà	2	59	fusiona	2	393	452
fusionàrem	2	0	fusionarem	2	1	1
fusionés	2	12	fusiones	2	2	14
fusioní	2	0	fusioni	2	8	8
fusterià	0	1	fusteria	4	69	70
fustigà	2	1	fustiga	2	2	3
fàbrica	4	1995	fabrica	2	292	2287
fàbriques	4	1100	fabriques	2	9	1109
fària	4	0	faria	2	2293	2293
fàries	4	1	faries	2	152	153
fàtic	0	1	fatic	4	0	1
fàtics	0	0	fatics	4	1	1
fèria	4	1	feria	2	16	17
fèries	4	1	feries	2	1	2
fé	2	12	fe	4	3072	3084
féu	2	649	feu	2	10529	11178
fíala	4	0	fiala	4	4	4
fíat	4	0	fiat	4	93	93
fíats	4	0	fiats	2	1	1
fília	4	0	filia	2	2	2
fílies	4	0	filies	2	2	2
fòrbies	4	3	forbies	2	0	3
fòrmic	0	16	formic	2	0	16
fòrnix	4	1	fornix	2	1	2
fòsfor	4	224	fosfor	2	0	224
fóra	2	213	fora	6	16728	16941
fórmula	4	3189	formula	2	508	3697
fórmules	4	1065	formules	2	9	1074
fóssem	2	2	fossem	2	1	3
fúmer	2	1	fumer	0	0	1
gabà	2	0	gaba	2	18	18
gabés	2	1	gabes	2	1	2
gaianès	0	0	gaianes	4	2	2
gaianés	0	0	gaianes	4	2	2
galerí	4	0	galeri	4	69	69
galgués	2	0	galgues	4	3	3
galgà	2	0	galga	4	2	2
galibí	2	0	galibi	2	4	4
galileà	0	4	galilea	4	143	147
galindó	4	1	galindo	4	13	14
gallardó	4	0	gallardo	4	4	4
gallegí	2	0	gallegi	2	1	1
gallejà	2	0	galleja	2	1	1
gallifà	0	0	gallifa	4	8	8
gallàrdia	4	0	gallardia	4	8	8
galopà	2	0	galopa	4	3	3
galopés	2	0	galopes	2	1	1
galvanitzà	2	2	galvanitza	2	0	2
gal·lés	0	2	gal·les	4	1721	1723
galà	0	0	gala	4	536	536
gambarà	2	0	gambara	2	2	2
gambà	2	0	gamba	4	64	64
gambés	2	1	gambes	4	97	98
gambúsia	4	3	gambusia	4	2	5
gambúsies	4	1	gambusies	4	0	1
gamà	2	0	gama	2	129	129
gamés	2	0	games	2	337	337
gamó	4	0	gamo	2	7	7
gandesà	0	0	gandesa	4	9	9
gandià	0	0	gandia	4	53	53
gangrenarà	2	3	gangrenara	2	0	3
gangrenà	2	0	gangrena	4	39	39
gangrenés	2	0	gangrenes	4	1	1
ganivetejà	2	1	ganiveteja	2	0	1
ganxó	4	0	ganxo	4	133	133
ganxós	4	0	ganxos	4	53	53
ganyà	2	0	ganya	4	1	1
ganyés	2	0	ganyes	4	2	2
ganyí	2	0	ganyi	2	1	1
garantirà	2	879	garantira	2	0	879
garantírem	2	0	garantirem	2	104	104
garbó	4	1	garbo	4	26	27
garcià	0	0	garcia	4	305	305
gardenyés	2	0	gardenyes	4	1	1
garfí	2	0	garfi	4	17	17
garfís	2	0	garfis	4	5	5
gargotegí	2	0	gargotegi	2	1	1
gargotejà	2	1	gargoteja	2	0	1
garibaldí	0	0	garibaldi	4	61	61
garlí	2	0	garli	2	2	2
garrigà	0	0	garriga	4	212	212
garrés	4	1	garres	4	5	6
garsà	2	0	garsa	4	44	44
garsés	2	0	garses	4	32	32
gastarà	2	54	gastara	2	0	54
gastà	2	2	gasta	2	453	455
gastàrem	2	0	gastarem	2	34	34
gastàreu	2	0	gastareu	2	1	1
gastés	2	17	gastes	2	11	28
gasés	2	0	gases	4	5	5
gasós	0	114	gasos	4	2896	3010
gatejà	2	0	gateja	2	3	3
gaudirà	2	90	gaudira	2	2	92
gaudírem	2	0	gaudirem	2	25	25
gaudíreu	2	0	gaudireu	2	5	5
gaudís	2	26	gaudis	4	3	29
gaó	4	20	gao	4	98	118
gaús	4	0	gaus	4	1	1
gebrí	2	0	gebri	2	1	1
gelarà	2	3	gelara	2	0	3
gelatinitzà	2	0	gelatinitza	2	1	1
gelà	2	0	gela	4	31	31
gelàrem	2	0	gelarem	2	1	1
gelés	2	1	geles	2	1	2
gelí	2	0	geli	4	16	16
gemeguí	2	0	gemegui	2	1	1
gemegà	2	1	gemega	2	5	6
geminà	2	0	gemina	2	9	9
geminí	2	0	gemini	2	164	164
generalitzarà	2	4	generalitzara	2	0	4
generalitzà	2	5	generalitza	2	85	90
generalitzés	2	4	generalitzes	2	0	4
generalitzí	2	0	generalitzi	2	13	13
generarà	2	456	generara	2	0	456
generà	2	39	genera	2	2451	2490
generàrem	2	0	generarem	2	9	9
generàreu	2	0	generareu	2	4	4
generí	2	0	generi	2	291	291
georeferencià	2	0	georeferencia	2	1	1
germinarà	2	1	germinara	2	0	1
germinà	2	0	germina	2	8	8
germiní	2	0	germini	2	3	3
gerró	4	0	gerro	4	92	92
gesticulà	2	0	gesticula	2	2	2
gestionarà	2	67	gestionara	2	0	67
gestionà	2	5	gestiona	2	1448	1453
gestionàrem	2	0	gestionarem	2	9	9
gestionàreu	2	0	gestionareu	2	1	1
gestionés	2	18	gestiones	2	2	20
gestioní	2	0	gestioni	2	128	128
gestà	2	0	gesta	4	186	186
gestés	2	0	gestes	4	106	106
giragonsés	2	0	giragonses	4	9	9
girarà	2	66	girara	2	0	66
giravoltà	2	1	giravolta	4	2	3
giravoltés	2	0	giravoltes	4	2	2
girà	2	37	gira	4	3354	3391
giràrem	2	0	girarem	2	2	2
girí	2	0	giri	2	101	101
gità	2	1	gita	4	38	39
glacé	4	3	glace	2	2	5
glacés	4	1	glaces	4	1	2
glací	2	0	glaci	2	1	1
glaçà	2	0	glaça	4	13	13
glaçó	4	4	glaço	2	0	4
globalitzarà	2	2	globalitzara	2	0	2
globalitzà	2	0	globalitza	2	12	12
globalitzàrem	2	0	globalitzarem	2	1	1
glorificarà	2	1	glorificara	2	0	1
glorificà	2	2	glorifica	2	24	26
glorià	2	0	gloria	2	173	173
glossà	2	0	glossa	4	19	19
glossés	2	0	glosses	4	30	30
glossí	2	0	glossi	2	1	1
glosà	2	0	glosa	4	7	7
glosés	2	0	gloses	4	4	4
godelletà	0	0	godelleta	4	2	2
